Date,MIN
2005-01-04,0.048838718773421566
2005-02-23,-0.017951007167978036
2005-04-12,-0.027883535177274862
2005-05-24,0.0015187164941821336
2005-07-21,0.007296934975947869
2005-08-30,-0.015164827714492794
2005-10-11,-0.010695107735480347
2005-11-22,-0.05779067008185146
2006-01-03,-0.015618613408568308
2006-02-21,0.005233266956009858
2006-04-18,-0.023639752422838344
2006-05-31,0.03399807206731932
2006-07-20,-0.02165150175242787
2006-08-29,-0.029751683867679492
2006-10-11,0.05295574615751175
2006-11-15,0.009696767894979563
2007-01-03,-0.010241322041404832
2007-02-21,-0.013043739605738739
2007-04-11,0.027640364853963893
2007-05-30,0.004824359760935684
2007-07-19,-0.0028999059457862322
2007-08-28,-0.006404737957565914
2007-10-09,0.013783638262888693
2007-11-20,-0.026417398989236653
2008-01-02,0.006110470095210857
2008-02-20,0.036513778555136725
2008-04-08,-0.034675189540772575
2008-05-21,-0.031848371923167716
2008-07-16,0.03451993573323221
2008-08-26,0.006614094053466291
2008-10-07,0.03864523387236614
2008-11-19,-0.03162389237871526
2009-01-06,0.002477385421377241
2009-02-18,-0.011007320844181906
2009-04-08,-0.008456547514047718
2009-05-20,-0.013170334737092724
2009-07-15,-0.014071040828989433
2009-09-02,-0.005899854724446321
2009-10-14,0.0032325549385670473
2009-11-24,0.004319476527816089
2010-01-06,-0.046740922564447875
2010-02-17,-0.006269540579676187
2010-04-06,-0.002446120251710718
2010-05-19,-0.002063270640607404
2010-07-14,-0.005195782746300595
2010-08-31,9.366781380526856e-4
2010-10-12,0.004319476527816089
2010-11-23,0.002023599727301727
2011-01-04,0.01212089735754786
2011-02-16,4.8289244397717134e-4
2011-04-05,-6.0402914527187e-4
2011-05-18,0.0036942863099278717
2011-07-12,0.012220440649035828
2011-08-30,0.006784623074035924
2011-10-12,-0.007945445240890471
2011-11-22,1.4806601694272392e-4
2012-01-03,0.006442222167270093
2012-02-15,0.0011129539841754855
2012-04-03,0.0047023261389143155
2012-05-16,-0.008272886647985797
2012-07-11,1.7290637432187633e-4
2012-08-22,-0.012192943713777339
2012-10-04,9.366781380526856e-4
2012-11-14,0.004773262221891603
2013-01-03,0.004197442905799809
2013-02-20,0.002023599727301727
2013-04-10,0.002023599727301727
2013-05-22,0.002023599727301727
2013-07-10,-0.00673649002962515
2013-08-21,0.010337667729627565
2013-10-09,-0.0028999059457862322
2013-11-20,-0.005195782746300595
2014-01-08,-3.0264532215757757e-4
2014-02-19,0.0031105213165507676
2014-04-09,-0.013502086809151957
2014-05-21,-2.7227707321263514e-4
2014-07-09,-2.7227707321263514e-4
2014-08-20,0.012099956834690352
2014-10-08,-0.02851667107244839
2014-11-19,-0.003525888076155109
2015-01-07,0.001901566105285447
2015-02-18,-0.03278750188700515
2015-04-08,0.006365067044260239
2015-05-20,-2.7227707321263514e-4
2015-07-08,-0.01407790612524375
2015-08-19,0.0013953696604663602
2015-10-08,-0.016705534997817347
2015-11-18,-0.013187539230174728
2016-01-06,-0.003150192229856445
2016-02-17,0.008609846305730522
2016-04-06,0.003564307010626283
2016-05-18,0.049472661064728925
2016-07-06,2.326061599069586e-4
2016-08-17,-0.02004788468324327
2016-10-12,-0.0025229508246234077
2016-11-23,0.0052895291737274815
2017-01-04,0.002023599727301727
2017-02-22,-0.010206540066452514
2017-04-05,0.004651228599875323
2017-05-24,-0.004108861157051553
2017-07-05,0.011033975768298817
2017-08-16,-0.0028999059457862322
2017-10-11,-0.0021250290394830857
2017-11-22,-0.005984394867419316
2018-01-03,0.01966581286317176
2018-02-21,-0.0028999059457862322
2018-04-11,0.005860183811140645
2018-05-23,-0.022350681564900953
2018-07-05,0.004651228599875323
2018-08-22,-6.0402914527187e-4
2018-10-17,0.002023599727301727
2018-11-29,0.004319476527816089
2019-01-09,-0.004108861157051553
2019-02-20,0.008034026989638727
2019-04-10,0.011093675553878642
2019-05-22,0.0026280773329343875
2019-07-10,0.007069139022405965
2019-08-21,-0.01242292915939011
2019-10-09,0.0074008910944652
2019-11-20,0.004799639756763619
2020-01-03,0.015773820575314755
2020-02-19,0.009442170945935304
2020-04-08,0.007069139022405965
2020-05-20,-0.007185965058729179
2020-07-01,0.002023599727301727
2020-08-19,0.005860183811140645
2020-10-07,0.008009376092014367
2020-11-25,0.0026280773329343875
2021-01-06,0.0032325549385670473
2021-02-17,0.0014801389326772065
2021-04-07,0.0032325549385670473
2021-05-19,0.009698027169854616
2021-07-07,0.0022738860113719404
2021-08-18,0.003020846216001762
2021-10-13,0.006947105400389685
2021-11-24,0.005194689394499845
2022-01-05,0.018578891273922718
2022-02-16,-0.0238200883424854
2022-04-06,0.04480184396562162
2022-05-25,-0.003854264208002173
2022-07-06,0.029461726670303605
2022-08-17,-0.03523173869221139
2022-10-12,-0.010119288419388554
2022-11-23,-0.024022931656812945
2023-01-04,0.015375443085257326
2023-02-22,0.02797211692602312
2023-04-12,-0.022837995882170625
2023-05-24,-0.019455197492407223
2023-07-05,0.0038145932947015824
2023-08-16,-0.0028999059457862322
2023-10-11,-0.002125029039488347
2023-11-21,-0.005984394867410556
2024-01-03,0.010028519967038798
2024-02-21,-0.0077194555003568584
2024-04-10,0.009222926157904186
2024-05-22,0.008156060611655008
2024-07-03,-2.7227707321263514e-4
2024-08-21,-0.014417422136777462
2024-10-09,-3.1247883886536214e-4
2024-11-26,0.0011355673024962467
2025-01-08,-0.007945445240887895
2025-02-19,-0.007526639328221685
2025-04-09,0.051415038874188024
2025-05-28,-0.0018129843565336608
2025-07-09,0.0015187164941777257
2025-08-20,0.013533351978818862
2025-10-08,0.00586018381114149
2025-11-19,0.01892686212051721
2025-12-31,-0.0018129843565401814
